rank,id,county_name,media_market,enrollment_score
611,43576ce03c7548d7576f6fba6b32057a,harris,houston tx,0.6621870683387392
612,169c2ccc16f9fbf23c6b3c16fadeb264,harris,houston tx,0.6620068135262225
613,79f1f32cf839c550a75b72514d8fd87f,harris,houston tx,0.6619134623294085
614,06b299d10b48173222e9bb3984b73e87,harris,houston tx,0.6614045275987153
615,c02b6cf02b2d2c119f30fdc1c10b2e0d,harris,houston tx,0.6613078991092186
616,67f2e86d032cf493f3d482e50d434196,harris,houston tx,0.6612097702638291
617,b35c06384f2429af6ebaa0bd3ed57177,montgomery,houston tx,0.6601686740800271
618,cbab421bae04bc3f39642b85e5bec2c4,wharton,houston tx,0.6600547656592191
619,69deed410c1fbbbac3e151e7bb5ae07c,waller,houston tx,0.6600206382911291
620,dbc5c7786395f76919bc078b281020a0,harris,houston tx,0.6596443166859112
621,58fe04c1b81f07c56aa63c4b2ef7ccb7,harris,houston tx,0.6592770502797937
622,15a7b39bb38d572906e7a43ff088cb68,harris,houston tx,0.6590389700769403
623,c06f10cf8125358844df5c473c14b7d9,harris,houston tx,0.65825816480789
624,388e184ba8a7984a2d059b38d5b33c6b,fort bend,houston tx,0.6581689057686451
625,b59db7fc46948b562f1f930fc343cffc,harris,houston tx,0.6581191211413766
626,e2f5f416d16ac3f505a60f448254c01a,harris,houston tx,0.6578059840239063
627,813961247c654b6ce18821712ba35232,brazoria,houston tx,0.6574485957377759
628,d87b3b5b4a6ba9a5da050e010cfa22fb,harris,houston tx,0.657430993290816
629,817fdcba08c88d2df457638d0424459e,harris,houston tx,0.6571908004446854
630,fb779268c7a2bc20d0ed3406af50c11b,fort bend,houston tx,0.6569425146077578
631,bbdd135ab23286eb771364c4d41b22fc,fort bend,houston tx,0.6559976546207572
632,4654d59c96faccc5e1f36f8dd4716d75,harris,houston tx,0.6559356777633092
633,e33d8cdff76b1c725ad10a787e1fff42,harris,houston tx,0.6555036532157927
634,274f168fca080bf06ab70ee2116886b6,harris,houston tx,0.6553806061221772
635,d809dda344b76fa140fda057e65c7a8e,harris,houston tx,0.6543724455520057
636,5c645bcba2a53094cbb6a5cbd40a64e7,montgomery,houston tx,0.6543562557387353
637,4fd2d8bd8613f73adb792d139f147fe5,chambers,houston tx,0.6543443985068459
638,7a93a67d09a7949177b070a886417156,brazoria,houston tx,0.6537778601347082
639,789da2d84585b5497edd9e931b357a72,galveston,houston tx,0.6537346445770583
640,8457544295bd494c8f484b0d1c41de76,harris,houston tx,0.6535354902275309
641,d329b85833e5a5b1f8cf8a35cea8db9e,harris,houston tx,0.653443610585188
642,6a45443f65763bd2aa7a11260f7f5c13,harris,houston tx,0.6531170084585591
643,3078eb6b057a8ddc7ddac09313c08685,harris,houston tx,0.6530097960426641
644,02ba94e27c522fd88bb0fc7c2fd89014,harris,houston tx,0.6527064605725452
645,ea947ca2f5892950782b8c4b4121993c,fort bend,houston tx,0.6524825828870903
646,55bae16827fa4e97bf9ab364562a00a7,fort bend,houston tx,0.6523172630388695
647,90791b27b4e8ceb27c8c6baca01fadc2,harris,houston tx,0.6520089016321424
648,542ab65256c433b58c5ad872cd624c7f,brazoria,houston tx,0.6514642115863238
649,149f991b3af8d5b4aed78992e4386319,harris,houston tx,0.6504721076025521
650,51cefdcd33d4acc35d6d046b001dbe74,harris,houston tx,0.650304086611355
651,801efb2f2f8151c0aed65beaffa7bdf7,fort bend,houston tx,0.649958489080974
652,514876d8f05c65434a3512eb59ef74d3,harris,houston tx,0.6498935440407594
653,495f21b033c01c217e13ff1a16eb449f,fort bend,houston tx,0.6494730757446376
654,7835108c7378a620229c13b6ff058a5b,harris,houston tx,0.6486765061105058
655,555e2574fda02f4c848962b364ee0fe4,fort bend,houston tx,0.6480666798269994
656,c09305fa0a6b6a119e9a31a5444185b4,harris,houston tx,0.6470815201711814
657,8d35dd6a5fbbc8acf3c0054185bc921d,fort bend,houston tx,0.6465384686591649
658,a28495a88a55f77e28796b1805f54c10,waller,houston tx,0.646503869379021
659,bd1fd85fb3861ee648d1a7d1b596e2b7,harris,houston tx,0.646197443636789
660,6594cc521520580d230be0c7d62f90a1,harris,houston tx,0.6460516777998289
661,f48c8a5ca178006e0d18b2e758a4aef8,matagorda,houston tx,0.6457754484033398
662,af29e7d9bdc94a8ffd78ef7d28d23c41,harris,houston tx,0.6455421711404501
663,6590879924722aceb86353d93a656293,montgomery,houston tx,0.645456646416094
664,e652b36390951150a9dff0157eb834cf,galveston,houston tx,0.6450977541456506
665,c8355eb9a423c83b1dd226df4a44a6d8,harris,houston tx,0.6450420128275076
666,fd87f9870840a3f00588f884c185def1,montgomery,houston tx,0.6449525730324778
667,9a5db46ba965c30d600932ce51d5a326,galveston,houston tx,0.6449103652449012
668,198ffba0d2d3084f2879853940c9930c,brazoria,houston tx,0.6445377594541836
669,a616c66e483860b3d8c14b95d12a495d,fort bend,houston tx,0.6445207967274613
670,924b7474d41177df384ba4f8d6221003,harris,houston tx,0.6441824911421528
671,a2840626b99bb4c6888da65024387608,montgomery,houston tx,0.6440460761713926
672,f790460b65edbb726c1fd1987d7e4481,montgomery,houston tx,0.6438717769002145
673,92ad245ba286c75bbe45505f6033f474,waller,houston tx,0.6431731513660721
674,5eca17d13db8cb3249a078849603e84f,harris,houston tx,0.643040576942745
675,41acf259dc955f4ebc32375b655f95ae,galveston,houston tx,0.6424962549437448
676,d88c8bb18236ce4e3b5957e6b4a885c3,polk,houston tx,0.6422839608023971
677,17ef8ebeb931818a72d05b92534a8337,waller,houston tx,0.6418820847278104
678,908a228f7f763b49bd4e9a654ea363d7,harris,houston tx,0.641609517971053
679,8efdb0781ac96a06636e889294157fe1,polk,houston tx,0.640695879271376
680,17cc17c9cd78238ae136db9f3c38c6ae,liberty,houston tx,0.6404291193569254
681,a190cbbc0240fa9ea64c35fb8f1d1f28,brazoria,houston tx,0.6402022370746843
682,969844921d01cadca94f8c636ea993a8,walker,houston tx,0.6395142883364909
683,d7e80dedd5faa25e23c7d449cf09eb49,brazoria,houston tx,0.6392068423310648
684,15eb74b240a5bd3d7b56e365c8a8af2f,harris,houston tx,0.6388469519823787
685,9c13cc8010920bd3cf2bc6cc119ba17e,fort bend,houston tx,0.6386571141066273
686,2877310c2f36a5a8969acf2918a079e0,harris,houston tx,0.638442070900919
687,d0d0e9506419c04be80b3a516ce45b91,fort bend,houston tx,0.6381396378068939
688,7b3e88808bba65b03cac68c375380b06,fort bend,houston tx,0.6380267062317955
689,72fde8fefec52f4f06534e4cb9212cc7,harris,houston tx,0.6374305896478352
690,a86975ddbbb3f80d82ff999009827f33,harris,houston tx,0.6373070843797971
691,a4f73356194ca7f889c92c881871e793,harris,houston tx,0.637037912214524
692,78bd728e01c850ee4f47a445c1105f29,harris,houston tx,0.6359743245561493
693,0bcd096b9ec6674e109ac780b244c5b1,harris,houston tx,0.635595670556955
694,851e5a2a1612894d167358bbae19a02e,harris,houston tx,0.6348623122551518
695,d9dd14ac3d520f6d7e42f31e2de24075,brazoria,houston tx,0.6346818542129564
696,75088ae1308b261128cc23da8abe703d,harris,houston tx,0.6345543214247771
697,af3c2a001044ccaef6478f7729d6a6a3,harris,houston tx,0.6339763691659883
698,d46cb8db71e950c845b446606015b577,brazoria,houston tx,0.6337678418578825
699,eaf407e940ecf26c281b7ca8f7b16474,fort bend,houston tx,0.6336217184565994
700,d8eec29dd249801ff61f2208e5d9247f,brazoria,houston tx,0.633522215245563
701,8af2df1d1ff5e1c846d7cac184438832,liberty,houston tx,0.6333374403283962
702,b6eb41d2c50f89e5191acec6a3528875,grimes,houston tx,0.633036224731397
703,6278236e128e26ddd4335d1e74c0391a,walker,houston tx,0.6325207270775012
704,f990d232321fcef5d085cef5878f0082,harris,houston tx,0.6311445796769104
705,ffd24226c52194aed61ff5c19367a146,harris,houston tx,0.6309300171299964
706,394427c8b917a381b8d30a37e88a3104,harris,houston tx,0.6308876781786634
707,530f925d9ef30a38318a6af2b9dec970,harris,houston tx,0.630758714374047
708,f0d968966b60bcdfd052601400253099,harris,houston tx,0.630195037355415
709,78098165a17f3775d7901dfc7c09975c,harris,houston tx,0.6298220448431413
710,6bfe80d021b0e92aa6b8ebdd041978d1,harris,houston tx,0.6289472948708389
711,ab7ba7eecb9ea264f2a7f701e37aa40f,harris,houston tx,0.6282700841655484
712,7a45dc6a4edaa2f26e99ef9cc18318a6,harris,houston tx,0.6277700834083013
713,ddaed31c6c18f519b8751f735cc16383,harris,houston tx,0.6277246887790534
714,be4b56cdc99ae2da0b1e7cb3409f8aef,fort bend,houston tx,0.6276354378982759
715,b2777cdd9000b0268cd26e2efdea3a6c,san jacinto,houston tx,0.6269394393785526
716,1e8cea67bb342b56eb52848531ca232e,harris,houston tx,0.6257864706653546
717,17c2b061451ba31808660bf805ef0024,harris,houston tx,0.6255801237871853
718,e6c8f6d3056048b061cbec05189a4028,galveston,houston tx,0.6255056536060057
719,ca2f8bce44a16520d4e9f540ad44d4f1,harris,houston tx,0.6232249487502586
720,167eeeaa795ff53831ed68f787a6ed4e,harris,houston tx,0.6222927810166514
721,8c1dcd616affafb42d4dfb1777902c55,harris,houston tx,0.6219738763910141
722,64ac2940dd5d42e31d45d0b4d696f08d,brazoria,houston tx,0.6218541501315562
723,7568e8941e3ad69dab9035e01f738838,montgomery,houston tx,0.6216883395648556
724,601c8a1c52670f71b03095e288d5da34,harris,houston tx,0.6215012865899403
725,f9e6c7eb5b632aa04c154e8e1c9bcd0d,harris,houston tx,0.621407596327795
726,94f45c1131eaf678ce6e65bea95da1f1,harris,houston tx,0.6208535882345861
727,17c94d3a28ee4d28023c77d3a7bc6e07,fort bend,houston tx,0.6206656650768045
728,834c54ba03b625aba6fe5d3d0b5f87b8,harris,houston tx,0.6204259042724953
729,e91b873762b17696796b8a5b6f64dc86,harris,houston tx,0.6198915939613977
730,c9e5aa6e83e74295eda00f75cc6edb50,montgomery,houston tx,0.6197574404689674
731,c8f916f19617198c61aa957af4119714,harris,houston tx,0.6190809218267623
732,750dbcf0fdc3ad659f1a7739e3786e5b,walker,houston tx,0.6187889854774158
733,15f4c7e8290f43d3caac530bda79da4d,harris,houston tx,0.6187253278923704
734,9a4922db4a30e01d618e01a57fb3e23c,harris,houston tx,0.6186203214288546
735,9ac0bf733d0ffc47776e27ddbd0ca1c3,harris,houston tx,0.6181712110996186
736,ed3a156febc4b83fb1433d1a51347405,harris,houston tx,0.6178121051176385
737,160cc693da01aad41723390428a04995,harris,houston tx,0.6174977060061901
738,2bf209daabf4ff9e21bbbe9787ffcfd0,montgomery,houston tx,0.6172942351071593
739,4bba64d22c2cc2b4db0d4c90ee28193e,harris,houston tx,0.6169186049427011
740,2361103e526d6474e0341a9f730f1b67,jackson,houston tx,0.6169096105709573
741,c60a56c0420418cc0f38657493508e49,harris,houston tx,0.616880323920582
742,d9d41d346a059085134d86c30a7bbee0,brazoria,houston tx,0.6166483632945075
743,3041708b4164b0779b8d159bee967ddf,calhoun,houston tx,0.6163008272120414
744,f6833848783563bbc5c5dc08c38c7b31,harris,houston tx,0.6161552990192558
745,b62f6083c515eb4cfa57a5af5054f240,brazoria,houston tx,0.6157884675004216
746,ac4772379b53c9ceee72be788e21c183,harris,houston tx,0.6154541659679013
747,4fce5805aefbb42183a0318e2764f596,harris,houston tx,0.614782387721379
748,0d2a7c24807dc60e3a057a3d12c60778,montgomery,houston tx,0.6144349467716856
749,bd39523778e98e4881ae800de5864422,washington,houston tx,0.613165385676523
750,08365d7dae744404111bfb163eb61867,harris,houston tx,0.613159010703527
751,cfad4a70a5bb120b00b0f891d0c37a19,harris,houston tx,0.6127596639023052
752,10452d3851cab1461e9668f163ca53fa,brazoria,houston tx,0.6127273813128229
753,3318f03e633e951a0b6ff5e7aa963e1a,harris,houston tx,0.6123496295620987
754,fc78e6a46b8565226eb5077b222b0eaf,harris,houston tx,0.612304482414735
755,555a0cb1b034d7be3db46da1baa4636a,calhoun,houston tx,0.6120950104674183
756,e256340176e7030592bcbe0f8d8c92c5,harris,houston tx,0.6119652560084382
757,10fc84592108e9aaab931640fafa21cd,polk,houston tx,0.6119607638222135
758,096ededd3c9dab9da2c037b225a53ed9,harris,houston tx,0.6119321596943013
759,1ffb49ba833d76d1e0f7092a69120abb,galveston,houston tx,0.611648563677753
760,be84b2313efd75ef023d8b3c368b4a91,brazoria,houston tx,0.6112167965634232
761,fa67eabf49b595f00e51c0078e284866,galveston,houston tx,0.6112059217975867
762,596106557ba4050ef44845d3e5f83ff3,harris,houston tx,0.6109222491322157
763,a1f4d256560d004fe71311aeacd8c07e,harris,houston tx,0.6109019279762832
764,4d6bb0fa1f5bc6d7c449905f53266d6e,fort bend,houston tx,0.6108011119792465
765,4b6d11e29a02fc429d4180c891636c82,harris,houston tx,0.6105056579379009
766,84948bf12af49970a2c800685b80164c,harris,houston tx,0.6100863083455643
767,d3a58bdb5470348590d24f2ddb57721e,harris,houston tx,0.6100731993804301
768,831ef77757c7eac342fdf3532acda088,harris,houston tx,0.6099696160426288
769,2c4cb21350318c63c578f87a897e3673,harris,houston tx,0.6099605284793281
770,9786d28220b596f824716f0576be38e2,harris,houston tx,0.6098945264786805
771,ab6dbc2417cf2a888d747c3c500a553e,harris,houston tx,0.6094885227758524
772,fb071edd8356c7d1d376adbeea633567,harris,houston tx,0.6094397644283771
773,7465871bf00857a3a6f8413d5c2dc55a,harris,houston tx,0.6090117575167782
774,4541c417b23b6966ece9d003559e06db,montgomery,houston tx,0.6088898026675358
775,15f5f926bd96f144117222b9a8ab5b9b,harris,houston tx,0.6081548276920914
776,50316ee37041eb053f7484c7297ae040,harris,houston tx,0.6077892458414325
777,06a2a941be2d61e41b021206bbbc53d8,harris,houston tx,0.6075018499721925
778,1369695d6ba6ed122607fdb316fac2cf,harris,houston tx,0.6073442021149366
779,cae416cbd97bed15933177707b5f268e,montgomery,houston tx,0.6073434876090527
780,dbb3bd157c2fd59eefde38b4f4c7285f,galveston,houston tx,0.6071462157851493
781,a48fd6e49fcd50b9411265e9fcf56d2a,brazoria,houston tx,0.6070157212291298
782,c56137c78a4bc488acb35922dc285b4b,montgomery,houston tx,0.6069507519493921
783,27f1a8612a820423a9fb399ffc47b531,harris,houston tx,0.6068595831826662
784,5b754073715b8515e9fc5761dfd394ec,harris,houston tx,0.6068491102937239
785,1c08e3872d27a4f92db2db8f4e9707eb,matagorda,houston tx,0.6067700766221802
786,5ca41bd354b21b517d6ac05381c4be17,fort bend,houston tx,0.6064915539726814
787,4bcd192f7c2195b8526f5e56bdea01d6,harris,houston tx,0.6063008822538621
788,fc99557d68694882040aa79fe37397ea,harris,houston tx,0.6060942696316975
789,6e756c3448a26e6a4e1b9af1960112ba,fort bend,houston tx,0.6052013271619516
790,e1267733d81cc07be4b0f588d527fdc6,harris,houston tx,0.6049964408829358
791,171e5a563f776cf820bde1c2df192138,chambers,houston tx,0.6047313692650422
792,048d614beabdb763dec3b1fd0be0d120,fort bend,houston tx,0.6045993737189308
793,aa279202c299735bd2e45c78f1fee29c,brazoria,houston tx,0.6042102551621245
794,96dc79d729670a8418ce0ab9c1841bda,harris,houston tx,0.6037719649293382
795,b2e13c8cdbb224c8cbc4eec3b17d60c6,harris,houston tx,0.6035338896937072
796,cc37d3cd79f8547759c362cb4089e9c6,harris,houston tx,0.60347102347365
797,111972f9176afa1542d99a8651ae5179,brazoria,houston tx,0.6034133597563085
798,be371923468fd2fd740e2abbb7fafe48,harris,houston tx,0.6033027169915877
799,363085096484879db52528cb49d14315,harris,houston tx,0.6032755934736715
800,0a1b75a071439d9e13430a2e1a8db1fd,harris,houston tx,0.6028921665126239
801,339c852fcbaeb34544785ce4b541a967,harris,houston tx,0.6026399876222608
802,41eabea57691eed78c6740124613fa9e,harris,houston tx,0.6022645267410469
803,a957391a456d26d3cde2f17630b1ab7f,waller,houston tx,0.6020689530633621
804,5fe8eabc68004b589132a0787c1c4f48,harris,houston tx,0.601967471936762
805,743f308c6368529110a2466196d4a2d3,harris,houston tx,0.6019030673796635
806,138e36cf7c7d21bdd428fcd61b056286,harris,houston tx,0.6017724457433009
807,083ec588a1efccc332cce082d2ad40d3,harris,houston tx,0.6017250223900785
808,26d2b8eb0f6c56f913703cf836ad94d3,harris,houston tx,0.6015076889682094
809,29f8a8874f4ca475f18d2fbfa4471c4c,austin,houston tx,0.6011781057099218
810,64cb13a358ce7d5c1a5ed883def2fabd,harris,houston tx,0.6010838704614959
811,fceb538c0c711e6ebd81750f5e78ddce,liberty,houston tx,0.60058150847655
812,e606d96227e4416e33a87098a9a95311,harris,houston tx,0.6003773621307957
813,e44cd6f82ddfb45bafd087cbbc3d7c5c,harris,houston tx,0.6001959676535711
814,27036e4d29e1b30af99392c5a63b60f0,fort bend,houston tx,0.5999277824923736
815,79f516bc423aabdbeafce6d9f0aa60c5,montgomery,houston tx,0.5996365144251471
816,af80332ba14b30b671c8be8d263a7bff,harris,houston tx,0.5995495277840548
817,4ad1f33b56e9321c6377bb47d83387bb,harris,houston tx,0.5992436822386044
818,07787f36e7c43380ad42a779f6b76403,harris,houston tx,0.5988419218089387
819,5579cb5991306d5a230d2e0b1f4146e3,harris,houston tx,0.5982513939568254
820,338050f70441c183052d3b4255e642ca,harris,houston tx,0.5981578476270203
821,0e0a926dbc2ec7d474d62a374e0ffc22,harris,houston tx,0.5979739471196492
822,4a160730fcdd461ad3e8bbccc5f8e928,harris,houston tx,0.5976632680604701
823,f3d0863db433bcdab316d866b6b45a90,harris,houston tx,0.5968027323368215
824,85f6f24ed862f9da5925a3274517fc97,fort bend,houston tx,0.596559731698094
825,f6c1a404a6dca39a15022281f3512269,harris,houston tx,0.5964667352429458
826,a16423c44dd6c09a97970d4e647c2bf7,wharton,houston tx,0.596412647960936
827,a4ed7ce781d3cb11b48d69cd0315c368,harris,houston tx,0.5959916322528613
828,37e8e9a1a4726d62046cb79830fd98bb,fort bend,houston tx,0.5957669696717462
829,a52cfcc1340c4ca8bd0b04d9b6dcd72d,harris,houston tx,0.5955046432927257
830,4b21c6e961df22f6e9198ead62e0a1ef,galveston,houston tx,0.5950175884198345
831,93dbf3ee20589528f96f89ea7ba713d5,montgomery,houston tx,0.5945376756917672
832,04de34cd75ad671f50c61f8eafa49a1d,chambers,houston tx,0.5941632224803308
833,c0af0ab0b0f49a1ff2fa41637629904e,harris,houston tx,0.5930488705412391
834,b8062771f10afee3146ea485396e4bf8,harris,houston tx,0.5930422063906262
835,406e1fb75c0d86ed1615fdb8c5057c5b,harris,houston tx,0.5926682575528823
836,eb33a21a36a5b857b485f395ddbf0d84,montgomery,houston tx,0.5926236335852204
837,96751c22d662e897562ad240c2510ad3,harris,houston tx,0.5918276751873788
838,4ecf0290dd7cc354904cafd7f2fe2cb5,harris,houston tx,0.5911889633240406
839,98bb3ff2ccfb3a2d829f9445e4a07138,harris,houston tx,0.5907182994442359
840,3c77e7c3dd81f281e0a89fe3a7005438,montgomery,houston tx,0.5905646604637671
841,07cbaf00a78c96bf46269d30e4b26b1a,harris,houston tx,0.5903436512953546
842,f93649cea27cab6f35ae652707c73b67,harris,houston tx,0.5897120623886711
843,9d98550e7fff20c25b08f7f1b24697be,harris,houston tx,0.5895907557697478
844,b993a7de031288dde06fabf007695842,harris,houston tx,0.5891887176957621
845,4c45326d7bc8eca541542775b10edfe3,harris,houston tx,0.5888796809165942
846,d46e089f083134353fa89f1a42b60179,montgomery,houston tx,0.5887418734151262
847,ecc9301362776d9d7313dd579a7d271f,galveston,houston tx,0.5887118404265723
848,a6f3671431ce0bb3cf62e1f4d66f9309,galveston,houston tx,0.588591536006544
849,3494e74f9e9938cf3495f8b3f5b4175c,harris,houston tx,0.5884678146269474
850,2854a59636f5a7f3509003bc6a42c66d,harris,houston tx,0.5884619413227483
851,8626c14928d6c634740f1098a8d70821,montgomery,houston tx,0.5881585909736421
852,d0e5da476d654454d5abe147c9dcfa25,harris,houston tx,0.5879482307643151
853,d76a440340849fd6ac7d40f3675a4675,walker,houston tx,0.5878072960087926
854,1d1aeb66e3c6e423418e9ae902f665fa,montgomery,houston tx,0.5872811755216042
855,cdc16cbe0031551bb2d9b177370cdae7,harris,houston tx,0.58700051250994
856,b6f4fbc1f190f36380bd6f3d07e4330b,harris,houston tx,0.58695069745143
857,bcbe435381e464eebcd32cd3a1b3e480,harris,houston tx,0.5869100444705577
858,95ae6c83ae6d64223ddf2dec3f28d149,harris,houston tx,0.5866894508967319
859,d4537ac88af8239caf31cdd904b48944,harris,houston tx,0.5851515445116504
860,34fc4b4013c3bf878c85d77fc7e9ce49,harris,houston tx,0.5842373753305846
861,6c57dd39e83752d764c76fff9c6660f7,harris,houston tx,0.5835306919644024
862,07786ea71de87ac1cacb19ec53f0b94e,harris,houston tx,0.5835235866546125
863,532356a74574f11902229cc0e6edd69f,austin,houston tx,0.5832829196939803
864,d7c308b00261dfb30842cce3c3a87393,fort bend,houston tx,0.5831169055008172
865,45a6b5ebd66aaed2af5afe109743b172,harris,houston tx,0.5822763210024839
866,3d2598bf365f9b86716f7fb952e9a805,brazoria,houston tx,0.5820593695937704
867,2e1b356779f81b55a410a2b0e3a33ade,harris,houston tx,0.5816789874965118
868,255fae68dabd8424c3515910f9a46739,harris,houston tx,0.5814409417459117
869,9fa483c0eaf4527ea13bc202d69438f4,montgomery,houston tx,0.5814346402181894
870,1f9809b06ae8c7a847623d1b5eb3ea50,harris,houston tx,0.5803702353627461
871,a281eb321d8b4a55373214c19c030326,harris,houston tx,0.5802375503149794
872,54b7758e6a2f0bf416994216c78d0ebb,harris,houston tx,0.5800843605543893
873,8e3a9a9f7e8f153ec639a1976bb215b9,harris,houston tx,0.5796749820765663
874,fe4a2371dcae1e79f5d0073992dc7b43,harris,houston tx,0.579214865423868
875,ed9c107c3356057f873f5fda29415edd,harris,houston tx,0.5791665273153526
876,c95e46aca1f04af05b69a9cfd78c46a0,harris,houston tx,0.5783626410015947
877,2f5bfa2ab8f7ff3de28b191bda05ffd9,harris,houston tx,0.5783036532803645
878,cb97057f4848c0bea03a6eb15878553b,brazoria,houston tx,0.5780473843053779
879,ca2126f4f32422c4d54af85b3ba46c02,montgomery,houston tx,0.5779448421335158
880,29b1ee7f53bae649e67dd83c934d69a1,fort bend,houston tx,0.5778412703416003
881,dfb81f3132e9c40320a3c1f9a643287f,harris,houston tx,0.5770314841110842
882,ee0499f1ebea297db62c94bc23706536,wharton,houston tx,0.5767143026116253
883,5c18cb382143ca894aefe83480802809,harris,houston tx,0.5766209334491768
884,6f3cf27f8f65706e0301c5ddc3c39b01,montgomery,houston tx,0.5761981109707985
885,06e198a9656de3074814366d1df5de7f,montgomery,houston tx,0.5760604358292243
886,659b91a50478f632d30426455eab252c,harris,houston tx,0.5760441396034977
887,bbb5b72eeadfd7771e9731ff5c15df24,harris,houston tx,0.5758062454624624
888,3b6cd72c1a5f45693471d72a15662bc5,harris,houston tx,0.5756904843293542
889,8945ae28a528d6a714766a781141d717,harris,houston tx,0.5756365519584066
890,91ee0f9fc27ef921120bf37814c9f2dd,montgomery,houston tx,0.5756198561171523
891,5e5546e69cffd41e15993f25bb108cc8,montgomery,houston tx,0.575018166578908
892,dd0f9d8c26528004098caacd98153a5d,harris,houston tx,0.5746285388570453
893,a87efbca3249af2b50bf67846a37f764,brazoria,houston tx,0.5744141697984356
894,2d608a6125ddebc05410c70272d4a05b,harris,houston tx,0.5740282880087706
895,404fc9f50d8f1b93bbe67ff6d7789f6c,harris,houston tx,0.5735889250655242
896,a3c20b0d4af605aa179dd0ed07636020,harris,houston tx,0.5735843075505606
897,90da56e25d65d9e876e52b93bda031a7,harris,houston tx,0.5733245159862761
898,91dd3b466975e4f4309edfc1a240d32b,harris,houston tx,0.5732445734380808
899,00990a6ce387b99ec46b3a11766f8f58,fort bend,houston tx,0.5731551112779837
900,fa5277c007d3f4d17cc08f3b8a0cf319,fort bend,houston tx,0.5729915935641403
901,18cdd1ef6f89f26fedcdba6f8e613c5a,fort bend,houston tx,0.5728524113732267
902,0ed726d5c04c3161a9be4969e2802967,harris,houston tx,0.5725003556617618
903,9439c90fd06ed477ff2c50be661dba57,harris,houston tx,0.5723516400096718
904,4f14be9d438381e4d735f3f51944588a,harris,houston tx,0.5723215093057916
905,b7f0854ae3500b27bafcc9b1a0508845,brazoria,houston tx,0.5722509870410908
906,8c9692d8c6cc10817c247f3c216ee2e4,harris,houston tx,0.5721789284610146
907,b269ed3cb59d13fbed41fc8f00544066,washington,houston tx,0.5718243799417875
908,8c9e66ad4f251203e3e9f5812973693d,montgomery,houston tx,0.5715699519179929
909,afcd986d2c3f14e3e4b3ab7d8bcae5a6,harris,houston tx,0.5711825647413972
910,c184cc77636c3539004af80aba2e3a9b,fort bend,houston tx,0.5710460347870571
911,feba5ac63b44c8db9025e55ef4ce85ae,harris,houston tx,0.5706336223672044
912,8ba35249a8b5ff62131b65026f73ce84,waller,houston tx,0.5704310677825899
913,e726da9d748e57b820c36c9c60f1085b,montgomery,houston tx,0.5703187404662957
914,b42268d9175d8a044c41e5c6acbb2061,harris,houston tx,0.5702860514322146
915,18375b1f36ebbf47f30dcef3df597f95,washington,houston tx,0.570162055197347
916,ee957b75421a1eaceafa2a17c8a366d8,fort bend,houston tx,0.5698896532000362
917,1af510347f14c9f9a1eb7edcaf1875e6,harris,houston tx,0.5697738117233104
918,3ad83b503ff15e43d92b1f6f604e7d74,harris,houston tx,0.5692643200565519
919,4ddd0f81a0845941a9770a8c27cfff31,harris,houston tx,0.5690827177732961
920,8c7f36b2bba7c53fc21245a066cb4985,fort bend,houston tx,0.5687234490768526
921,f91b186e1f6fcb6bdce229e19c6cb6ef,galveston,houston tx,0.5681166618407821
922,3ea9d0cde3939aac96c44c2a9f18a58f,harris,houston tx,0.5680245027991941
923,6924d1e7242b8f7054f4b46eb40020e6,liberty,houston tx,0.5677365538482273
924,1f7e2b284b5b5ddde41461ef36bbe729,harris,houston tx,0.5676305893545099
925,7f1c0191e5b06d5c26a7d4aa1ef4b5a9,montgomery,houston tx,0.5669079124717618
926,388ca071dafbe208578070ed931d448c,harris,houston tx,0.5663272117126331
927,4f3e986f83e625f59f22a19d15dec5a9,harris,houston tx,0.5662651588772483
928,1d7ce6764ca8e3ed056dab73cd8caf34,montgomery,houston tx,0.565837703344882
929,a283aef16d0eefe34694dd39466e7fae,harris,houston tx,0.5656966517078774
930,5bf661ebf3ef9db9e85c65a4ba853924,harris,houston tx,0.5655256399449778
931,2d67df961261ed432baefb7456146642,harris,houston tx,0.5651467921494466
932,6ea131c8eb833a878c12c7a59aab1c5c,montgomery,houston tx,0.565102813397778
933,1613bfbc6e59bc99e696ffe7f9b16ab3,fort bend,houston tx,0.5650497922856248
934,d5634000eeeaf7eb86993bdffc0976b5,harris,houston tx,0.5645351513504385
935,94f77d2e3b5dea03c2b53d2ee2a61edd,harris,houston tx,0.564517868598975
936,07e7281113a96924902b5088aba8f49d,brazoria,houston tx,0.5641755161653552
937,8c03c13d66c08c31bcd4157dd26ef8b1,fort bend,houston tx,0.5641710250203422
938,3ef054e55164b3bf9940179f6e2e2122,galveston,houston tx,0.5641518800452691
939,7fcfabdaca557089db97a4210b371b0b,harris,houston tx,0.5641222578899951
940,c54efede6334f5b3842b00b919cce4fd,walker,houston tx,0.563339385610494
941,1d7a70b9170126fdbf51672177454d77,harris,houston tx,0.5625359442994184
942,9710b0b00c678860ad1bc4cc285ffc93,san jacinto,houston tx,0.561883518025536
943,a6afbb2e0a02a54006d1423c00178795,harris,houston tx,0.5616075310562799
944,5267e8cfadd05dc2b2616e234cff1046,harris,houston tx,0.5614675158567946
945,e9ca4464ebb762d0544f5c6f4714532d,harris,houston tx,0.5612820143079481
946,cf3c96e49e2af54ae073aa21428956a7,fort bend,houston tx,0.5612157491118239
